news_id,publish_time,platform,check_time,label,url,title,content,pic_url,hashtag,DeepSeek-V3,Moonshot-v1,doubao-1.5-pro-32k,Claude 3.7 Sonnet,ChatGPT-4o-latest,Unnamed: 15,AIGen,AIGen_title,AIGen_content,AIGen_Processed,gen_qualitygen_quality_finally
news_plf11s00279,2020/11/1,凤凰,2018/5/1,事实,"https://baike.baidu.com/item/Miley%20Cyrus%20
",看看麦莉·赛勒斯这些天如此快乐的真正原因——布兰迪和蒂什·赛勒斯透露了一切,麦莉·赛勒斯（Miley Cyrus），1992年11月23日在美国田纳西州纳什维尔市出生，美国女演员、歌手、词曲创作人。2006年，麦莉凭借电视系列剧《汉娜·蒙塔娜》成名。2008年，签 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00280,2021/1/1,界面,2016/5/1,事实,"https://baike.baidu.com/item/%E5%8A%A0%E9%87%8C%C2%B7%E5%A5%A5%E5%BE%B7%E6%9B%BC/1101522#:~:text=2018%E5%B9%B4%EF%BC%8C%E5%87%AD%E5%80%9F%E7%94%B5%E5%BD%B1%E3%80%8A%E8%87%B3%E6%9A%97%E6%97%B6%E5%88%BB%E3%80%8B%E8%8E%B7%E5%BE%97%E4%BA%86%E7%AC%AC90%E5%B1%8A%E5%A5%A5%E6%96%AF%E5%8D%A1%E9%87%91%E5%83%8F%E5%A5%96%E6%9C%80%E4%BD%B3%E7%94%B7%E4%B8%BB%E8%A7%92%E5%A5%96%20%E3%80%81%E7%AC%AC75%E5%B1%8A%E7%BE%8E%E5%9B%BD%E7%94%B5%E5%BD%B1%E7%94%B5%E8%A7%86%E9%87%91%E7%90%83%E5%A5%96%E5%89%A7%E6%83%85%E7%B1%BB%E7%94%B5%E5%BD%B1%E6%9C%80%E4%BD%B3%E7%94%B7%E4%B8%BB%E8%A7%92%E5%A5%96,%E3%80%81%E7%AC%AC71%E5%B1%8A%E8%8B%B1%E5%9B%BD%E7%94%B5%E5%BD%B1%E5%AD%A6%E9%99%A2%E5%A5%96%E6%9C%80%E4%BD%B3%E7%94%B7%E4%B8%BB%E8%A7%92%E5%A5%96%20%E3%80%82
",奥斯卡：加里·奥德曼凭借《最黑暗的时刻》获得最佳男主角奖,2018年3月5日?·?加里·奥德曼凭借《至暗时刻》获得最佳男主角奖。2002年，精瘦的加里·奥德曼光身穿红色背带裤，黑色亮片夹克闪闪发光，他张开双臂，站在飞速飙行的敞篷汽车里，任凭假发脱落，露出光头，獠牙尖利，脸上是毫无人性的疯狂表情。,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00281,2021/11/1,网易,2021/3/1,事实,"http://fashion.sina.com.cn/b/mk/2014-04-17/0648/doc-ianshist1617662-p3.shtml
",杰西卡·阿尔巴的化妆师的必备造型和眉毛,2014年4月17日?·?Style5 隐身女——杰西卡·阿尔芭. 《神奇四侠》中饰演隐形女的洁西卡阿尔芭，一头金发配上蓝色紧身服，直接在一片男性演员中杀出重围直夺眼球。. 虽然这一版的隐形女不想其他漫画女主一般红唇凛冽艳 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00282,2019/12/1,界面,2023/3/1,事实,"https://movie.douban.com/subject/26740677/
",丑闻第六季结局后期：Bellamy Young对Luna，Cyrus Twists,"2017年1月26日?·?丑闻 第六季电视剧简介和剧情介绍,丑闻 第六季影评、图片、论坛 登录/注册 下载豆瓣客户端 豆瓣 6.0 全新发布 × ... 又续订了，看新闻说是下一季完结 2.一家三口嚯 …",,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",poor
news_plf11s00283,2017/9/1,网易,2022/4/1,事实,"https://www.thepaper.cn/newsDetail_forward_1288821
",《摇滚乐》证明他是最可爱的爸爸,2014年12月26日?·?中国摇滚鼓手鼻祖“鼓三儿”走了，《一无所有》在他家诞生. 很多人都知道1992年崔健的北展演唱会，压轴的《一无所有》high翻全场，但并不是所有人都知道，返场之时，全场观众还呼喊着另一个名字：“ …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00284,2023/2/1,搜狐,2022/2/1,事实,"https://www.sohu.com/a/553330603_121118944
",金·卡戴珊不想让肯德尔·詹纳拿枪：“我不想让我的孩子在身边”,2022年6月2日?·?近日，综艺节目《与卡戴珊一家同行》中透露，金·卡戴珊挤掉了妹妹肯德尔·詹纳，赢得了《Vogue》杂志2022 年 3 月刊封面的拍摄机会！ 卡戴珊家族的“太后”克里 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00285,2017/7/1,新浪,2015/10/1,事实,"https://www.sohu.com/a/465371447_120455408
",六月妈妈垃圾话女儿瓜的五岁,2021年5月8日?·?这是官方的！Lauryn“ Pumpkin” Shannon怀有她和Josh的第二个孩子。在当地一家药房进行了妊娠试验后，她在5月7日的《妈妈六月：救赎之路》中透露了令人惊 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00286,2019/5/1,新浪,2019/12/1,事实,"https://zhuanlan.zhihu.com/p/191443775
",刺杀范思哲：美国犯罪故事,2020年8月20日?·?年度戳心大片《美国犯罪故事：刺杀范思哲 》，讲述了传奇服装设计大师詹尼·范思哲被杀案，改编自真实事件。 这个案件至今仍然后引起讨论，一位是时尚界风云 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00287,2020/10/1,百家号,2020/6/1,事实,"https://www.bbc.com/zhongwen/simp/uk-57678651
",艾尔顿·约翰公开了失去戴安娜王妃和哈里王子坠入爱河的消息,"2021年7月1日?·?7月1日是已故威尔士王妃戴安娜（Diana, Princess of Wales）60岁冥寿，当天伦敦时间下午，英国剑桥公爵威廉王子（Prince William, the Duke of Cambridge）与 ...",,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00288,2022/5/1,百家号,2019/1/1,事实,"https://www.bbc.com/zhongwen/simp/world-43729968
",哈里王子和梅根·马克尔的婚礼,2018年5月16日?·?英国哈里王子与美国女演员梅根·马克尔的婚礼将在5月19日举行。伴随大婚日期一天天临近，我们为你梳理出关于这场王室婚礼，我们所知道的一切。,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00289,2016/12/1,界面,2017/9/1,事实,"https://baike.baidu.com/item/%E8%89%BE%E8%8E%89%E6%A3%AE%C2%B7%E7%8F%8D%E5%A6%AE/612721
",Allison Janney在《Ellen》节目中与无衫混混庆祝奥斯卡获奖-观看！,"2018年4月26日?·?极品老妈,白宫风云，性爱大师...不同的影视作品中各有精彩的表现，今年 …",,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00290,2022/12/1,网易,2023/8/1,事实,"https://k.sina.com.cn/article_5935971011_p161cfbac302700loc7.html
",Bella Hadid与The Weeknd在东京之旅中眉开眼笑,2018年8月11日?·?8月11日消息，超模贝拉·哈迪德Bella Hadid与前男友The Weeknd已完全复合，哈迪德表示现在的状态棒极了。 二人还一起出席了凯莉?詹娜21岁的生日派对（见 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00291,2019/2/1,百家号,2018/9/1,事实,"https://baike.baidu.com/item/%E5%A5%A5%E6%99%AE%E6%8B%89%C2%B7%E6%B8%A9%E5%BC%97%E9%87%8C
",玛丽亚·施莱弗向奥普拉·温弗瑞敞开心扉，讲述如何养育善良而雄心勃勃的孩子,奥普拉·温弗瑞（Oprah Winfrey），1954年1月29日出生于美国密西西比州科修斯科，美国演员、制片人、主持人。. 1986年，凭借出演电影《紫色姐妹花》提名第58届奥斯卡金像 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00292,2020/9/1,凤凰,2022/5/1,事实,"https://baike.baidu.com/item/%E7%A9%BF%E6%99%AE%E6%8B%89%E8%BE%BE%E7%9A%84%E5%A5%B3%E7%8E%8B/3309472
",Dove Cameron的男朋友Thomas Doherty穿着印有她的脸的夹克-Parker XL,一个刚从学校毕业想当记者的女孩子安迪（安妮·海瑟薇饰演）在寻找工作无果的情况下进了一家顶级时装杂志天桥给总编当助手。然而好景不长，很快她发现她的工作简 … 展开,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00293,2015/1/1,腾讯,2019/4/1,事实,"https://ent.sina.com.cn/y/youmei/2017-09-01/doc-ifykqmrv6664197.shtml
",麦莉·赛勒斯在谈到她向哈维救济会捐款50万美元时泪流满面,2017年9月1日?·?新浪娱乐讯据外媒报道，本周三，流行歌手麦莉·塞勒斯（MileyCyrus）作客“埃伦秀”时谈到受到飓风哈维影响的德州灾民，忍不住伤感落泪。,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00294,2021/10/1,腾讯,2021/10/1,事实,"https://baike.baidu.com/item/%E5%87%AF%E4%B8%BD%C2%B7%E5%8D%8E%E7%9B%9B%E9%A1%BF/1140923
",你离Kerry Washington级别的夏季皮肤只有6步之遥,凯莉·华盛顿在童年就开始游泳。身为布朗克斯区两位职业人士的独生女，华盛顿从小就受到了社会意识教育。在13岁的时候，她就被带到洋基体育场去观看刚刚重获自由的纳尔逊·曼德拉的演讲。 展开,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00296,2017/2/1,百家号,2023/9/1,事实,"https://baijiahao.baidu.com/s?id=1716026581714636434
",据报道，梅根·马克尔的前夫特雷弗·恩格尔森刚刚结婚,2021年11月10日?·?梅根·马克尔的前夫特雷弗·恩格尔森和他的现任妻子特蕾西·库尔兰迎来了他们的第二个孩子。 这位44岁的好莱坞制片人在他的Instagram私人账户上宣布了这一喜 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00297,2023/8/1,网易,2017/2/1,事实,"https://games.sina.com.cn/wm/2018-06-15/doc-ihcyszrz6540178.shtml
",《权力的游戏》和《西部世界》正在跳过动漫展,2018年6月15日?·?“由于《权力的游戏》和《西部世界》的拍摄、制作日程和播出日期，这些剧集将不会在今年夏天的圣地亚哥动漫展上亮相。,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00298,2020/1/1,凤凰,2018/3/1,事实,"http://ipp.cas.cn/kxcb/kpzt/hjbzs/201310/t20131029_131240.html
",3种不用加热就能获得波霍波的方法,2013年9月29日?·?为了实现受控热核聚变，需要将等离子体加热到足够高的 反应温度。传统的加热方式是欧姆加热，但是在欧姆加热过程中，随着等离子体温度的升高，等离子体的电 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00299,2022/7/1,腾讯,2023/11/1,事实,"https://baike.baidu.com/item/%E5%87%AF%E8%8E%89%C2%B7%E5%85%8B%E8%8E%B1%E6%A3%AE/7629536
",凯莉·克拉克森在接受霍华德·斯特恩采访时了解到的7件非常有趣的事情,凯莉在德克萨斯州出生并长大，她拥有爱尔兰、希腊和德国血统，在家中排行第三，有一个哥哥及姊姊，是家中的幺女。父母亲在凯莉六岁时结束十七年的婚姻。哥哥与父亲同住，姊姊与姨母同住，而凯莉… 展开,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00300,2019/7/1,网易,2022/5/1,事实,"https://site.douban.com/250437/widget/notes/18325774/note/506471292/
",凯特·哈德森回忆起戈尔迪·霍恩在派对上穿着内衣,2015年7月2日?·?编者按：十几年前，提起凯特·哈德森，人们对她的称呼还是奥斯卡最佳女配角戈尔迪·霍恩的女儿，21岁的凯特凭借《几近成名》获得金球奖最佳电影女配角以及奥 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00301,2018/8/1,界面,2021/2/1,事实,"https://gdj.zj.gov.cn/art/2020/1/6/art_1228991950_41467365.html
",SAG颁奖典礼主持人Kristen Bell解释该节目将如何随着时间的推移而演变,2020年1月6日?·?目前我国电视节目主持人的风格有可以分为以下几种类型。. 1、亲和型. 此种类型的节目主持人在语调上往往舒缓、不高不低，给人温暖、值得信赖、亲切、舒服的感 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00302,2020/11/1,搜狐,2023/1/1,事实,"https://movie.douban.com/subject/35730046/
",在泽西海岸家庭度假首映式上，对维尼·瓜达尼诺的渴望在推特上非常真实,2022年1月6日?·?泽西海岸：家庭度假 第五季 Jersey Shore Family Vacation Season 5. (2022) 主演: Paul 'Pauly D' DelVecchio / 妮可·波利兹 / Mike 'The Situation' Sorrentino. 类型: 真 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00303,2018/5/1,百家号,2016/6/1,事实,"https://ent.sina.com.cn/hlw/2021-12-23/doc-ikyamrmz0644336.shtml
",詹姆斯·弗兰科在不当行为丑闻中出席2018年美国演员工会奖,2021年12月23日?·?2018年，詹姆斯·弗兰科曾因不当的性骚扰行为被五位女性指控，五人中有四位均是他表演学校的学生，指控称他与同事胁迫学生在镜头前表演性爱 ...,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00304,2018/5/1,腾讯,2020/12/1,事实,"https://baike.baidu.com/item/%E6%B3%B0%E5%8B%92%C2%B7%E6%96%AF%E5%A8%81%E5%A4%AB%E7%89%B9%22reputation%22%E4%B8%96%E7%95%8C%E5%B7%A1%E5%9B%9E%E6%BC%94%E5%94%B1%E4%BC%9A
",泰勒·斯威夫特获得56000名粉丝向卡米拉·卡贝洛表达爱意,2018年3月1日，泰勒·斯威夫特宣布 卡米拉·卡贝洛 和 Charli XCX 将担任巡演的开场嘉宾 [8] 。 9月，宣布Broods为大洋洲巡演的开场嘉宾。 除了常规歌单外，她还在不同地区演唱 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00305,2016/5/1,搜狐,2018/1/1,事实,"https://k.sina.com.cn/article_7474107352_p1bd7dd3d800100ujoy.html
",詹妮弗·加纳穿着女儿的围巾在拼车车道上杀人,"1970年1月1日?·?幸福！詹妮弗·加纳带着女儿和儿子洛杉矶外出新街拍, 新浪首页 分享微博 分享微信 回到顶部 新浪图片-有温度的 视觉 全站图库 看点首页 新浪首页 登录 支持 键翻阅图片 列表查看 高清查看 关闭 猜你喜欢 下一图集 重新浏览 进入看点图片首页 ...",,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",poor
news_plf11s00306,2022/7/1,搜狐,2020/8/1,事实,"https://baike.baidu.com/item/%E9%9B%B7%E7%A5%9E4%EF%BC%9A%E7%88%B1%E4%B8%8E%E9%9B%B7%E9%9C%86/23630337
",克里斯·海姆斯沃斯拥抱考拉是我们周一所需要的,2022年6月23日?·?《雷神4：爱与雷霆》是漫威影业出品的电影，由塔伊加·维迪提执导，克里斯·海姆斯沃斯、娜塔莉·波特曼、泰莎·汤普森等领衔主演。2022年6月23日在洛杉矶艾尔 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00307,2018/8/1,网易,2018/9/1,事实,"https://movie.douban.com/review/8460619/
",《这就是我们》季中决赛揭示了尼基的命运——这可能不是你所期望的,2017年4月5日?·?这就是，我们。. 《This is us》这部剧，其实还将各种宏大的主题穿插于其中，三个孩子分别挣扎于明星的价值定义、肥胖症、种族歧视之中。. Kevin是这个家里最 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00308,2022/1/1,百家号,2017/2/1,事实,"https://people.com/tv/joy-anna-duggar-austin-forsyth-welcome-third-child-son/
",Joy Anna Duggar分娩：她与丈夫Austin Forsyth第一个孩子的细节,2023年5月19日?·?Photo: Joy-Anna Duggar/instagram. Joy-Anna Duggar and Austin Forsyth are now a family of five. The Counting On alums have welcomed the newest addition to …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00310,2015/1/1,网易,2023/5/1,事实,"https://baike.baidu.com/item/%E6%B3%A2%E6%AF%94%C2%B7%E5%85%8B%E9%87%8C%E6%96%AF%E8%92%82%E5%A8%9C%C2%B7%E5%B8%83%E6%9C%97/18188473
",女儿去世2周年纪念日临近，鲍比·布朗向他的“天使”鲍比·克里斯蒂娜致敬,2020年年初，鲍比·布朗前妻惠特妮的养子、鲍比女儿波比·克里斯蒂娜的恋人尼克·高登传出死讯，享年30岁。同年11月19日，鲍比·布朗的儿子小鲍比·布朗被发现在洛杉矶家中离世，年仅28岁。 [3],,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00311,2021/1/1,腾讯,2021/7/1,事实,"https://new.qq.com/rain/a/20220919A0171G00
",卡梅伦·迪亚兹,据《镜报》9月19日报道，曾是好莱坞最高片酬的“甜心”代表卡梅隆·迪亚茨（Cameron Diaz）在宣布退休四年后又重返影界，她在《今夜秀》节目中坦言：今时不同往日。. 这 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00312,2015/8/1,网易,2018/7/1,事实,"https://people.com/tv/kellan-lutz-3-year-anniversary-wife-brittany-gonzales/
",Kellan Lutz与Brittany Gonzales订婚,2020年11月9日?·?Photo: David Livingston/Getty Images. Kellan Lutz is more in love than ever with Brittany Gonzales . Lutz dedicated a heartfelt tribute to Gonzales on Instagram …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00313,2015/8/1,百家号,2018/9/1,事实,"https://movie.douban.com/subject/30272423/
",Queer Eye第三季将征服美国的一个全新部分,2019年3月15日?·?粉雄救兵 第三季的剧情简介 · · · · · ·. 《粉雄救兵》 (Queer Eye )第三季将于3月15日首播。. 这一次，AntoniPorowski、Bobby Berk、Jonathan Van Ness …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00315,2017/11/1,搜狐,2023/4/1,事实,"https://parlemag.com/zh-CN/2021/10/real-housewives-of-atlanta-season-14-cast-announced/
",Kandi Burruss因“亚特兰大真正的家庭主妇”聚会上的强奸指控而大发雷霆（视频）,2023年5月12日?·?《综艺》公布了新一季的官方演员表。 亚特兰大第 14 季的真正家庭主妇演员阵容包括回归熟悉的面孔 Kandi Burruss、Kenya Moore 和 Drew Sidora。 除此之外， …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
